q1_1,q1_2,q1_3,q2_1,q2_2,q2_3,q2_4,q2_5,q2_6,q3_1,q3_2,q3_3,q3_4,q3_5,q3_6,q3_7,q4_1,q4_2,q4_3,q4_4,q4_5,q4_6,q6,id,q6dik,thetas_q1,thetas_q2,thetas_q3,thetas_q4,thetas_nosacq,nosacq_sumscore,nosacq_dik
3,2,2,3,2,2,2,2,3,3,2,2,3,1,2,2,2,2,2,1,2,2,Nej,468,0,4.548904768653118,2.7746788901630715,2.187672542375579,2.522836086014548,4,13,1
3,2,3,3,0,3,3,3,3,3,2,3,3,3,3,2,3,3,3,1,3,3,Nej,470,0,5.212645093423153,5.973920818306586,4.688697376262988,6.281357121823078,4,14,1
2,2,1,2,0,2,2,3,2,1,2,2,3,1,2,2,1,2,2,2,3,2,Nej,471,0,2.3469126011652683,2.7746788901630715,1.7132660161098876,1.6818738433512983,1.2237390470267124,8,0
3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,2,3,3,0,3,3,Nej,473,0,7.295476831510103,5.973920818306586,6.017596473447941,4.94133328227901,4,14,1
3,2,3,3,0,3,3,3,2,3,3,3,3,3,2,3,2,3,3,0,3,2,"Ja, en gång",475,1,5.982980565502031,4.669683127331431,4.68869737626299,4.121989414829279,4,13,1
1,2,1,1,2,0,0,1,1,1,1,0,2,2,0,1,0,0,0,3,1,1,"Ja, en gång",478,1,0.29560398914264485,-2.1824896947585763,-0.15609001372345804,-2.9018120147782236,-0.4908497955986153,5,0
3,3,3,3,0,2,2,3,3,2,2,2,3,2,2,3,2,2,2,1,3,3,Nej,479,0,7.295476831510103,3.327324219782887,2.709169651013498,3.3639667805164555,4,13,1
1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,1,Nej,480,0,-0.5843707865738103,-0.4714819625098114,0.8899171831508685,0.24873661708094036,-0.4908497955986152,5,0
2,2,2,2,1,2,1,2,2,1,1,3,2,2,2,1,3,1,3,2,2,2,Nej,481,0,2.3469126011652683,2.2341832520823717,0.8899171831508685,3.363966780516456,2.393362661121785,10,1
2,2,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,2,3,3,2,Nej,482,0,1.0184289485454512,-0.4714819625098114,0.8899171831508688,0.9501695254740968,0.6712963103208986,7,0
2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"Ja, två gånger",483,1,2.3469126011652683,2.2341832520823717,1.7132660161098876,2.522836086014548,1.7921523997348392,9,1
1,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,0,0,"Ja, fyra gånger eller fler",484,1,-2.8972037232013728,-4.312299298208583,-2.734588581990118,-2.0379807530255083,-3.047461891693005,1,0
3,1,1,2,1,1,0,1,1,2,2,2,2,1,1,1,1,2,1,3,2,1,"Ja, fyra gånger eller fler",485,1,1.6724902460457458,-0.4714819625098115,0.8899171831508687,0.24873661708094036,1.79215239973484,9,1
3,2,2,2,2,0,0,0,0,2,2,2,3,2,3,1,2,2,3,1,1,2,"Ja, en gång",486,1,3.1026330451050166,-2.1824896947585763,2.187672542375578,3.363966780516455,3.005637135808732,11,1
2,1,1,2,0,2,1,3,1,2,1,1,2,2,2,1,3,3,2,1,3,2,Nej,490,0,1.0184289485454514,1.1559974701783011,1.7132660161098874,4.121989414829279,2.3933626611217855,10,1
0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,1,1,3,0,0,"Ja, en gång",491,1,-3.690596287930736,-4.312299298208583,-1.2010180254737786,-2.0379807530255083,-3.047461891693005,1,0
1,2,1,1,0,2,2,2,2,2,2,2,3,1,2,1,3,3,2,2,3,2,Nej,492,0,0.29560398914264485,2.2341832520823717,2.187672542375579,4.121989414829279,1.792152399734839,9,1
3,3,3,3,1,2,2,1,2,2,3,2,3,1,1,3,2,3,2,3,3,2,Nej,493,0,7.295476831510103,1.6955009110512609,2.187672542375579,3.3639667805164546,4,13,1
2,2,2,2,0,2,2,2,3,3,3,2,3,2,2,2,2,2,2,2,3,2,Nej,494,0,3.1026330451050166,2.7746788901630715,3.9132917419548976,2.522836086014548,3.0056371358087315,11,1
1,1,2,1,1,1,2,2,1,1,2,2,3,3,1,1,3,3,3,1,3,3,"Ja, fyra gånger eller fler",495,1,0.29560398914264496,1.155997470178302,2.1876725423755787,6.281357121823078,0.671296310320898,7,0
2,2,1,2,0,1,2,3,2,3,3,3,3,3,3,2,2,3,2,2,3,2,Nej,496,0,2.3469126011652683,2.774678890163071,6.017596473447941,3.3639667805164546,3.0056371358087315,11,1
2,1,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,2,2,"Ja, två gånger",498,1,1.0184289485454514,0.0690400274080155,0.17980136718786882,0.9501695254740972,0.6712963103208983,7,0
2,2,2,2,0,2,2,2,2,2,3,3,3,2,2,2,2,3,3,0,0,2,Nej,502,0,3.1026330451050166,2.774678890163072,1.7132660161098872,4.121989414829279,2.393362661121786,10,1
2,1,1,2,1,2,1,1,1,2,1,1,3,2,2,1,1,3,3,2,2,2,Nej,503,0,1.0184289485454514,0.06904002740801539,1.7132660161098872,3.363966780516456,1.2237390470267122,8,0
1,1,1,1,1,1,2,1,1,0,1,1,2,0,2,1,2,2,1,1,1,2,Nej,504,0,-0.5843707865738103,0.06904002740801556,-0.4913174516705348,1.681873843351298,-0.4908497955986152,5,0
2,2,2,2,1,2,2,3,3,2,2,2,3,3,3,2,3,3,1,2,3,3,Nej,505,0,3.1026330451050166,3.327324219782887,3.913291741954898,4.121989414829279,3.005637135808732,11,1
3,1,2,2,0,2,2,3,3,1,3,3,2,1,3,2,3,3,3,0,3,3,Nej,506,0,3.102633045105016,3.9273517066722574,2.1876725423755783,6.281357121823078,2.393362661121785,10,1
2,2,2,3,0,3,3,3,3,2,2,2,2,2,2,1,2,2,2,1,2,2,Nej,507,0,3.102633045105017,4.66968312733143,1.7132660161098876,2.522836086014548,3.0056371358087315,11,1
3,2,3,3,0,2,2,3,3,2,3,3,3,2,2,2,2,2,1,1,3,3,Nej,511,0,5.212645093423153,3.9273517066722574,3.2792549970355394,2.522836086014548,3.6070710534001114,12,1
2,1,0,1,3,0,0,1,1,1,1,1,1,1,0,0,0,0,0,3,0,0,"Ja, två gånger",517,1,-1.4674746066576587,-1.5670801665531795,-1.2010180254737783,-4.289480196087306,-0.4908497955986156,5,0
1,0,0,1,1,2,1,1,1,1,2,1,2,0,2,0,2,2,2,2,0,1,"Ja, två gånger",519,1,-2.8972037232013728,0.06904002740801539,-0.15609001372345815,1.6818738433512992,-0.4908497955986152,5,0
2,2,2,2,1,1,2,1,1,2,3,2,3,2,2,2,3,3,3,1,3,3,"Ja, två gånger",522,1,3.1026330451050166,0.613164201127359,3.2792549970355394,6.281357121823078,3.005637135808732,11,1
3,2,2,3,2,2,2,2,2,3,3,3,3,2,3,3,3,3,2,1,3,3,Nej,529,0,5.212645093423153,2.774678890163072,4.688697376262989,4.94133328227901,4,14,1
